reg_no,chassis_no,engine_no,fuel_type,maker_class,maker_model,reg_date,reg_auth,aadhaar
SC25AG0379,OB81GBQ6RRJKQVFSO,695HKY47VQVE72630,petrol,Mazda,MX-5,30/08/1977,ZF92,713398000000
VM38DH7047,DLQCEY076K5B4W9WJ,569GSX10DXLU97483,petrol,Mazda,Miata MX-5,5/7/1946,XC18,751604000000
WY11MV3554,7F57X8WVK152BNCKY,363AJW71CREB28533,diesel,Mazda,CX-7,27/01/1982,CM43,763743000000
RZ60YC0481,XWXF5172T0QWTMTNC,241DBI56CAIR29054,petrol,Mazda,Mazda6,23/02/2001,UH66,786712000000
GW39CF0658,SAULEAUECQQCG8PA5,723AXU91OLLC27656,diesel,Mazda,B-Series,11/1/1961,ZF32,793051000000
UJ68ZS5896,16AW8IW3A2XORX060,270KFV99HQNB83946,diesel,Mazda,Mazda6,18/07/1999,IG45,813750000000
DX25RP2470,PZIIZN6LTUWZLVNLE,646TMR97OJWP80669,elec,Mazda,B-Series,5/9/1943,SI07,817232000000
CD81VN2891,F0DU321DUEYR6WRX8,119ARI28LESU13159,cng,Mazda,Millenia,17/04/2019,AK76,851287000000
VA86GY8613,URHDTUOX2PMGQQCMQ,659FNN86RBOP86880,elec,Mazda,626,16/09/2004,NH92,858128000000
YN34OW6420,8I1PRLQP4UYWO7JMB,114QDC42YKXI72568,cng,Mazda,MPV,4/8/1955,BJ02,892333000000
CZ50LI1290,XT5Z67MI23J4C9H1C,683OWC00HTQA70605,cng,Mazda,MX-5,26/10/1993,EH25,914120000000
GO22KN2643,A09GKFT4IXJMZ61BH,000RAH43VGRJ68926,elec,Mazda,MPV,30/11/2011,UL79,919038000000
OX38LE4121,LCZWUHHW99GJYIYU0,363KZW23AKNY26045,petrol,Mazda,MPV,2/6/1999,QX67,921036000000
RH68UE5812,0JTZ6E06Z9C64BKR3,327KMJ55AAIA91494,elec,Mazda,Mazdaspeed 3,22/07/1960,LB93,922217000000
EM20UZ4936,2CO5FDKKD7YBPA1FR,660WBZ08LZGW73365,elec,Mazda,CX-5,19/01/1995,DO12,956375000000
LI29PP2830,D95MBD8GS56TE6AEN,942WUS89QMKL49099,elec,Mazda,MX-3,31/10/1974,RC70,967901000000
ZM54MR2700,PD86QMAID6DW0BZ6S,075OYL59XVES90129,petrol,Mazda,Miata MX-5,22/07/1964,OF87,993663000000
NG00KG2548,SPLV41ORWQZW6DE2V,920CRM51MIRJ78536,elec,Mercedes-Benz,Sprinter 3500,22/01/1997,ZO16,138097000000
CN99LO0546,7425LJI8XIC753X97,393MXK55KGRJ21892,cng,Mercedes-Benz,E-Class,3/10/1941,MY29,246211000000
VO22NE9727,NM9FSATUDGU2YXRQD,067GWS33MTVF03261,diesel,Mercedes-Benz,C-Class,10/11/1969,NA82,269616000000
LR23QA4241,F68U0HJZFU9HHO5D3,197HAO68IAVS78943,diesel,Mercedes-Benz,S-Class,17/10/1948,TI65,283373000000
PF69IP0044,RADBLLTJ7F0BUSXNA,008IJG98YKGO09079,petrol,Mercedes-Benz,SL65 AMG,19/04/2005,MM56,295743000000
EP54GH2247,IFVKYQF273LWGKJ16,381ZHR33GRYU22048,cng,Mercedes-Benz,M-Class,21/12/1942,AT09,319123000000
CO19WV6407,ZQ6T7XUBOX7BYMGBJ,580NFO59IKRG77250,diesel,Mercedes-Benz,SLK-Class,16/05/1982,OM80,322755000000
MJ60JD0444,FSJDTAF8HTNIP1KOT,129NDY67WXQF88303,petrol,Mercedes-Benz,S-Class,4/4/1941,GY64,325502000000
EK42NW5346,0XKKYTAQG7OQPBPHR,733OLU21OUCA07247,diesel,Mercedes-Benz,SLK-Class,19/06/1945,GC34,330684000000
FC14KR9892,D11DF3K601JONXC7S,643ZSF94XHZL70069,elec,Mercedes-Benz,C-Class,23/04/1981,RC97,347120000000
TF25ST2591,8RTSSHBDTRB5HOOYG,547AAL91LFNM17480,petrol,Mercedes-Benz,W201,16/11/2008,GN57,352415000000
DK61BY6975,6RTAY9VHBU6PFE13P,638LLJ42MWNK59432,cng,Mercedes-Benz,GL-Class,7/12/2014,TV75,420666000000
ZE28CO0710,KMC0K2MOJMD3TZA00,596ECD55YWBK64899,cng,Mercedes-Benz,C-Class,11/2/2013,QM73,428170000000
VY54XA0847,G9ZJGDAPO2YWER52C,625OZC62LFWS65975,cng,Mercedes-Benz,CLK-Class,6/11/2003,AL40,433861000000
ZF67MT6128,U4YT6BHJ20HS4SM54,454CVY61WSLK20661,petrol,Mercedes-Benz,R-Class,14/10/1950,DG56,434951000000
AW61DK4516,0ZO0R2QAVG4WRWQ5F,098GND86ILZE18441,cng,Mercedes-Benz,SL-Class,21/05/1953,JQ49,465150000000
TZ19YD4361,353YOD72U872SIVHG,310RVR33KSMY32375,cng,Mercedes-Benz,CLS-Class,12/5/1975,KL99,482356000000
DA23WH2711,YM22JVFOU1EJHOSQ0,189ZUX81UCPN50493,diesel,Mercedes-Benz,SLR McLaren,3/9/1998,MJ35,628074000000
YD96NL1493,TKA0A2Q2UZVGQEOOZ,732FHY80IUSD19504,elec,Mercedes-Benz,W201,14/06/1944,JB41,638033000000
MK45IW8083,V6O98IPPMIH865HHE,098JFS34LEEX37900,petrol,Mercedes-Benz,R-Class,23/06/1977,OU56,639857000000
XM89MA7971,DYM89KUPCVPTXYWF1,275JVL37IRJK22618,diesel,Mercedes-Benz,S-Class,10/4/1957,ZW10,675222000000
VU35GW9935,10OXZY2VG410Z0JUF,246GRY84ONXC46815,petrol,Mercedes-Benz,S-Class,5/11/1963,VC55,679870000000
UT98TF6773,QAEP05169GH79AKPO,420MDQ69LEAC90973,petrol,Mercedes-Benz,SLK-Class,4/12/1978,HB97,683308000000
HB69ST0389,G9PWFNXXJVRSEXA5R,498BHO08WBHZ79873,cng,Mercedes-Benz,CL-Class,15/11/1983,UR81,725003000000
EM91VA0794,16938GZTNR0SUHZG3,337FDQ86VMBU49674,petrol,Mercedes-Benz,CLK-Class,21/06/2015,GP92,733021000000
XA29HB9934,582AXAMKGDHZB985T,585EKH80MCSD69914,petrol,Mercedes-Benz,SLK-Class,7/7/2010,VE35,792692000000
PG94ZL5153,URGCVU5M83XL8XV1W,465TZD41XSWQ53384,cng,Mercedes-Benz,400SE,26/12/1991,DC35,792983000000
YJ92FW0703,U2X5UJCWNH7XQHRZH,476BBW34ELPZ42782,cng,Mercedes-Benz,600SEL,20/02/1977,EC84,796044000000
CM45NT9978,QXBTO3X9KIT3X6D41,405NTB60FLUV96738,diesel,Mercedes-Benz,C-Class,16/01/1954,TP11,914342000000
UV36TR8084,32X03RM7FQN293N6U,756PNO81EZCR97703,elec,Mercedes-Benz,500SL,27/09/1978,AF79,955250000000
MZ46UD3320,K48H302QWLQI1Y7ZI,161YYS62EERM14389,elec,Mercury,Grand Marquis,21/11/2016,BP91,110410000000
XW12LB4599,EUROWGXE4UKXN9LZZ,782LAH61KFKU99647,cng,Mercury,Cougar,21/03/1941,UE62,149269000000
IB62NG0156,ZAR0RVB3I7PYM3UDT,451KZH50ALLX48912,petrol,Mercury,Mountaineer,6/11/1948,WS40,180197000000
FF56DJ6954,1TE0ERUHSMU6ODX62,788WDH13MJPO36162,petrol,Mercury,Cougar,31/08/1978,EI46,204637000000
LQ35GR7539,HZREMPTTXXZP7B9CL,276QXD05XZYF98509,cng,Mercury,Capri,21/02/1958,SN03,291385000000
JH16MP1024,V96R3Z00RQR1W3022,127SSX20PQYJ18790,diesel,Mercury,Tracer,25/12/1964,GN35,297769000000
HN38MW6144,8JBBNPAJWBM97VWRA,005OUK20DFPU95925,diesel,Mercury,Grand Marquis,12/5/1953,GM27,307634000000
QN40CE4627,AMIOF21ZYK0GNLU20,128DFR18NXHX29711,diesel,Mercury,Mountaineer,24/02/1971,WY97,314825000000
KL98VR0424,BYKF7DMZA25OZ101N,109TKW29CTDI18893,cng,Mercury,Mountaineer,28/03/1943,JS64,396492000000
DN36GH7723,K5CPI1OPSLNYRDTL1,038VHQ28ULJB25624,elec,Mercury,Mariner,24/12/1946,BY61,471994000000
LS49ZD1065,LRVELWID2DUHT8YY3,823XWX40VVVS44838,diesel,Mercury,Capri,20/05/1951,XN04,530952000000
JW55OB3535,MSZSCAS9VJOSJOI51,864BUT54YIGT71239,diesel,Mercury,Grand Marquis,28/04/2005,CL27,555310000000
WE12FZ6862,DASF2POTZ3B7M1FZ9,979QOH39XCFH49854,cng,Mercury,Mystique,26/06/1944,YG02,586360000000
ZZ48BD6935,WIFBF8W5LUMCKMZ6I,604RVG12CFJY16425,elec,Mercury,Sable,1/6/2019,YY32,590300000000
EA92DF5108,3KSKLE4RE5ULB3CAP,580BNO50ZBZS87516,diesel,Mercury,Sable,2/1/1998,XU60,595576000000
TL04SG6085,W2ZWNRPX2O3SVTUD0,346ODP02CBZT13422,cng,Mercury,Cougar,22/05/2010,SP26,614948000000
AB01YT3433,LVLASZYF6LH7JVTTT,619LWL55GTHT50512,cng,Mercury,Grand Marquis,23/09/2010,LY64,621314000000
NA72QY4205,LXP4GKMWAY3TRNCXT,269AHZ31UOVW56389,elec,Mercury,Sable,30/10/1957,PZ38,754312000000
RV69LB6704,N7SS25DNJT41VIJ07,969CYG02OMWH17409,petrol,Mercury,Cougar,17/12/1969,HC98,886948000000
HX58RE1096,KL4I22UD55LZJTX4N,410IWQ39BSWX07918,petrol,Mercury,Tracer,29/11/2019,NF64,946824000000
OY93VD9356,884ST042OH7GL5OGD,209JCJ10XEZJ31197,petrol,Merkur,XR4Ti,25/03/2014,GY58,305224000000
GS42SQ6017,2HKLL0MH4B44X113L,694TYK83UOIJ10689,elec,MINI,Clubman,30/05/1983,CZ85,169918000000
FI98CO0325,F0B7DAQ5QAP8IBTQY,686KKX06VFNS29242,petrol,MINI,Clubman,22/11/2019,EH07,293577000000
OP70WT4642,CPUEI0MMWHPT7FGL8,151HJY50KAPW78846,cng,MINI,Clubman,19/09/1978,XO64,348892000000
BP38QN4682,PKS6XH164P5AW0XMR,332VEP09LWJJ14274,elec,MINI,Cooper,21/11/1981,MV17,661456000000
WE52FI3238,2NVR6Y4JJS6JHS4RQ,784JPK32UPPF57805,diesel,MINI,Clubman,24/09/2012,NM98,943789000000
WQ74XO0602,5WO9B9A14ZYNDXGEM,117XID44XCPT03228,petrol,Mitsubishi,Chariot,23/11/1979,KA85,145376000000
FW48CR7856,EW8M2L4S4NVDNIBWT,331RNF56MSYJ05953,elec,Mitsubishi,Galant,6/1/1955,BL67,166112000000
ZR22KV5144,6PDSR9Q7MC7H4CKA7,751QYG50UJCE14570,elec,Mitsubishi,Lancer,11/11/1996,LE29,178672000000
IN34YO8493,ZJSI837SGZVAOLHW4,372RKU31PLAR82738,diesel,Mitsubishi,Montero,4/9/1995,NM40,180534000000
MG72BD8568,DEN2SD4WATGAVW0U1,900EKU95XWEB21546,petrol,Mitsubishi,3000GT,24/07/1979,BM31,200467000000
EX92KN8809,IN0S9W35CU30KHWDV,612DBL74IJDI55040,cng,Mitsubishi,Chariot,21/07/1993,YC96,229746000000
FT25VX8682,JX9IX3N0FHJGMTZSJ,983CQY53NUFO61808,diesel,Mitsubishi,Diamante,10/11/2008,PL96,253589000000
BO09LT2678,HL5M1KPYFD5XKUXIW,263WXA23YFVX87645,cng,Mitsubishi,Diamante,7/2/1946,YT18,268897000000
FV89ZU1537,7IP721X1GOOXXENCS,017BOU51GMCY75042,elec,Mitsubishi,Montero,1/11/1974,IP76,293499000000
KP69FG3828,KNX3Y03YQRENG4ZMP,390JKF76PFSQ24437,cng,Mitsubishi,3000GT,18/10/1972,EV75,368581000000
KJ53FA1100,A7SHVMIDILR2WB110,713VVD58IWNO36884,cng,Mitsubishi,Eclipse,10/11/2018,IW13,386640000000
GY00NP8322,H14VX2X0OGWXV9BOK,008DMO31WMRP38838,cng,Mitsubishi,Galant,11/2/1998,XC10,397047000000
KZ45IK3931,NK4THH81NPJ53PT9R,930NHT85CEEA91441,diesel,Mitsubishi,Eclipse,15/06/1941,NM71,398266000000
HD79XF8325,JRNUM9NWMD1IOLZZP,904VHI96MQRV36523,elec,Mitsubishi,Lancer Evolution,15/07/2016,NW32,398653000000
DW58DR3877,XF3SNG1GT8ZABRHF1,823SDG84LRNG91758,elec,Mitsubishi,Chariot,25/04/1944,OU39,423944000000
IF63RI8085,V0SJ2RP6MWG8LQE4Y,921TSJ41LDAG95864,cng,Mitsubishi,Pajero,28/05/2018,TC64,431135000000
IG70KV3405,DA0VBVL9IWEOXYEPE,449EYD82INQG63833,petrol,Mitsubishi,Pajero,15/07/1994,XQ35,449683000000
CP69AO9533,LJFRP83EDHX08ZJ41,535WEJ97BZZN80795,diesel,Mitsubishi,Pajero,3/12/1956,RP69,521555000000
FH51JT0287,6RHXNASDPB5SYPX3V,017ZLI81MTYQ26422,cng,Mitsubishi,Pajero,5/5/2016,AY63,534642000000
WY75ER3527,TF7CI9OHRVM0K8VVV,777ZBU75KRJN77604,diesel,Mitsubishi,Challenger,21/10/1967,HB30,562116000000
NO99OT9126,2EYLHM6IUHDQYSOE7,143DXA45GFUT38747,elec,Mitsubishi,Pajero,16/11/1958,WG49,571046000000
ZN90PM3925,S21COSSS20UM70F8B,349SJZ60WSRL75577,elec,Mitsubishi,Outlander,9/8/1953,UY67,583971000000
EP20PP2390,XCEC852RRWM6PLJIG,501AJH85SMQC20836,petrol,Mitsubishi,Eclipse,23/07/1944,OZ08,586883000000
NZ59TU6532,C9ICOS7FRPHVA4YPS,784UVP55XDXM35311,elec,Mitsubishi,Eclipse,30/03/1969,FV08,588546000000
IJ91NU8162,HR2HKRHTLO08UF4MM,117ARH73EECI72228,petrol,Mitsubishi,Mighty Max,23/11/1998,KQ42,590174000000
JR34YQ9849,6P6F6X6F0QIKBXCBL,835BJI48EOYC92180,diesel,Mitsubishi,Outlander,16/10/1953,MZ49,595482000000
RJ72HB3148,STCY1ENO8RN82ERB0,036GMI35EBTF83107,diesel,Mitsubishi,Mighty Max,20/10/1970,CK07,643143000000
CH40CQ3533,TXEX4GB94DXJSYSBQ,031ZGO26KETF88451,diesel,Mitsubishi,Mirage,4/5/1943,CM23,648027000000
OT27TC8259,8I5GI10W16G4ZGM1S,111ZLX56EQXB99248,diesel,Mitsubishi,Mirage,17/11/1992,TW54,652195000000
UO04MM9719,VP30KBEBVULRP9RNG,035QIN62KVLI89175,diesel,Mitsubishi,Pajero,9/12/2007,YD18,696798000000
HT38FP6801,OJA6EMTYY92XZ9GIF,047NPJ46JIWX26272,petrol,Mitsubishi,Truck,13/01/2002,VQ90,740734000000
JZ56EG7652,XZPQL0GQZT211CRGS,617IPH53EEVS63242,cng,Mitsubishi,Montero,2/8/2013,CU72,754209000000
JB45ML4455,P8IB3KFVW6HUA4TG9,400RVJ06QDZC30246,cng,Mitsubishi,Truck,5/4/2014,ZB15,756592000000
NS61IM0044,K5FH9CUDXB2UDYGZZ,526GCH31VWLQ21897,diesel,Mitsubishi,Expo LRV,26/11/1968,LL17,862851000000
UN30RB0970,ST4VG969U2GUBKEXK,308EKD82VSIN75098,diesel,Mitsubishi,Lancer Evolution,22/10/1942,TC05,881672000000
BY94DH6040,NZPC95CO1NITS2UVR,373GSZ90CREZ52939,elec,Mitsubishi,Outlander,19/02/1965,MG33,892161000000
PO90KK5188,T2YFQ30ARMCHR0R4L,327DLE22MAPB46683,diesel,Mitsubishi,i-MiEV,31/03/1966,TW69,907730000000
GD36BK9352,7AKQ2P6M592U61HPA,607LTG67VRME15292,elec,Mitsubishi,Excel,15/11/1988,LM88,935113000000
PO88BD4856,S2YQ8PQ1E4ASQAIX5,565PJF44OIGH23111,diesel,Mitsubishi,GTO,8/3/2018,MG59,967105000000
MQ72FL3836,DHPBG6WIL835OJXEM,096QWS18VNOJ08655,diesel,Nissan,Sentra,22/08/1975,AF56,166590000000
FM24BI3725,S01YP2WGV25QC8IZT,412NUS89NQQL12150,cng,Nissan,Altima,14/07/1945,VT35,207571000000
DZ53KY5328,DAV01WPWAZI9OUDG4,910GEU89IAVS65673,diesel,Nissan,Maxima,25/02/1947,QQ73,253182000000
OJ83VB7273,HREDTTHBGBYQBT54G,902EWD73KXMO57447,cng,Nissan,Altima,3/12/2003,GT49,304996000000
PU18QD9039,GWYYT9258581PNHM6,027VHP16LOPC93136,petrol,Nissan,Altima,18/03/1948,AV49,312817000000
QX69KX2205,OBUGEKM3J8XAD6173,236MPD85VPTV75136,elec,Nissan,Quest,7/2/2013,XS27,318231000000
EY39QK0479,DXTQTRBIHW06MQ3X8,601ZRO40RGBU87446,petrol,Nissan,Maxima,7/10/2006,WZ53,332598000000
UF95NN0371,GHT50LKP2LU6GXYQD,417ADD61EMKZ30168,petrol,Nissan,Pathfinder,21/07/2007,TH03,391536000000
VL84MZ8499,FAHURMGDOM24X2USO,923TVS40WCNJ98638,diesel,Nissan,Versa,18/12/1955,IT22,409820000000
JH62VJ3366,S8M55HDR5E098W9LK,085JDP92DLGK60342,diesel,Nissan,Sentra,20/07/2009,VR49,419964000000
ZF08TN1646,DLQ7AAN9RIP5M304N,815LAI79RDJN84995,cng,Nissan,Versa,4/3/1954,SN08,507971000000
NC44CP2683,HVME8758WATI38S5X,923GKG99XGLZ94606,petrol,Nissan,Pathfinder,18/05/2005,LJ25,522333000000
VH73MC1561,ETR8ZGIMWEQ2JHU91,639DTM78KQNT84548,petrol,Nissan,Murano,30/06/1998,DX17,522726000000
MR00PW0357,FWAB57479AC5NBVO0,742NIY70XSPD18697,elec,Nissan,Frontier,27/02/1969,BK46,594835000000
EG27RB2290,JFSDGML4HUODCF2XJ,858OZR30GZHZ14566,petrol,Nissan,Altima,7/10/1975,CE15,672675000000
GB14DG8427,7O945Z6QMYKXZKJI2,372ADL54CIOP40790,cng,Nissan,Altima,14/09/1989,JE02,677494000000
DM76QK0444,GQFTA16T3NC716I1K,997TRF73ECWZ63207,diesel,Nissan,300ZX,5/8/1989,XW32,718697000000
AL48QH7949,JPKCURXHDJKEXF9CS,570LDH88BIWV49375,elec,Nissan,Altima,14/08/1969,HO83,719986000000
JP58MQ5618,4QMIYCFAA4C2B7NF8,212TQW86EXKF91938,cng,Nissan,Versa,3/10/2014,MC03,736119000000
BL94CY0354,PH2DPQJPRP642OOLB,525WTU45XRVT84420,elec,Nissan,Frontier,25/09/2006,AC35,740347000000
DK46DM0409,YUHLJOMHP3SE9ZL1X,829HYP50ZLFP72932,diesel,Nissan,Titan,10/3/1988,BV56,742029000000
ZA31DR2867,PC56RDSK1V4CIYK7W,170SQZ81VKFU18919,elec,Nissan,Armada,18/06/1971,AK00,755764000000
HJ72CK5817,4UM1WX5GOIHZYWGAB,943IMR86KTDK17228,elec,Nissan,NV3500,3/1/1975,PY59,802016000000
NT61QF0697,XX2115WWH1OHJXDOW,974MOD73TRIA38097,petrol,Nissan,Xterra,1/7/1972,IV40,831005000000
DD70DX1767,0CZHENF5GABQF9H9T,352WYR03IWTX91884,petrol,Nissan,Titan,14/04/1967,WW79,868030000000
TB01RD0625,3OT0SBVYTOS52NCS2,089YYT03IHAG27226,petrol,Nissan,Frontier,13/07/2003,HP86,881673000000
BZ24WE2752,ZGKKTOZORJTDQK0RI,016BOU85RXJT17838,petrol,Nissan,Xterra,1/3/1967,LX69,888003000000
FR86BI9121,KWW4KV50X62U92TNG,818BUO48NCKH46531,cng,Nissan,Altima,18/08/1971,DE91,890138000000
VB13HX8536,OEFDIVB3GV2GWPGJC,554IKM96LXIU04738,cng,Nissan,Altima,23/06/1985,KL34,895507000000
JW75JX6472,B0NRN0AJ4E440GWLZ,476XIE23EFJC89274,petrol,Nissan,Altima,15/12/1991,DO50,911458000000
TS84JO6808,TU16XQXVEPPGGBW70,056EDC24UCGE75556,cng,Nissan,Murano,6/4/1983,MN35,927355000000
LN91TE2554,BFQ75TDMR0IGOQITX,420QWI15CCDU32457,diesel,Nissan,Pathfinder,15/04/2005,OB72,980154000000
QW20CR6088,LRNXQCOQVDEX36B3E,742CWR48JPEX93730,elec,Nissan,Sentra,3/8/1970,ZM90,999990000000
PL72HS9744,04R1JTT26CFA5B2LN,819CBB64QVUY88495,diesel,Oldsmobile,Cutlass,16/02/1942,XA09,234263000000
IX89QN2598,NO9N1M7BKY3C9D4FH,411TWP97XPGM98668,petrol,Oldsmobile,Cutlass Supreme,6/10/1991,MZ79,376754000000
NT20YX6195,8EXDDI4IG8PJ98EX2,308GWP67NKWS95084,petrol,Oldsmobile,98,10/2/2019,SC04,385941000000
DX85IC8423,4E10RAZVLP4L2OVSN,624KWZ09MVPT78068,petrol,Oldsmobile,Cutlass Supreme,6/8/1947,CH36,451559000000
WB10II6512,C41X614JSE10ICLJV,651EUY47VDPI57693,petrol,Oldsmobile,88,19/08/1944,OJ52,462392000000
OF78KC9460,I7DK9CVYPA50PM97Z,733KZP52MNSA76742,petrol,Oldsmobile,Cutlass Supreme,27/03/2005,LG70,770316000000
UH62ZW3728,V3IPOCRFT6AGCCIQR,644FMJ04ZFMR41270,elec,Oldsmobile,98,20/01/1991,AS04,836115000000
PK08ZA8562,4G9FZRMT5400PW3WN,909FLD03MDUH87856,diesel,Oldsmobile,Alero,30/11/1996,QI23,985326000000
BV18RM8514,T2K9HF89BIW3MHE1W,099FOT89ZXNA18994,petrol,Panoz,Esperante,8/10/2009,LK02,615045000000
TZ01PG0398,4OVJT69OUI650YKU4,441NBA03QENS62321,petrol,Panoz,Esperante,5/10/1981,TK71,808923000000
OF51CV6441,7EZSOXBXJVWTGBZQH,759XPE54KRKL75016,petrol,Plymouth,Acclaim,22/06/1964,HA92,132533000000
VE38YP3230,4KMOSLFNW4XLVHLWE,459JOO42HZMB72019,cng,Plymouth,Laser,20/10/1998,MJ19,177848000000
TQ59RD2128,38QGIUKB4YKIPL2O1,534FVU98ANOC53173,cng,Plymouth,Grand Voyager,4/8/1979,WF23,185938000000
EE31QJ9834,MOL6203CJOC276MOD,507XHC82ZPTH71764,cng,Plymouth,Neon,16/02/1946,FH73,326115000000
DJ52RW0071,9J3QN12GJNOHMPBMK,961ZVL36ZCXV56709,petrol,Plymouth,Colt Vista,1/12/1986,EP49,446724000000
DO14VR8877,BKW8XD02APW3IHTWX,317BQJ67DNXS70571,diesel,Plymouth,Colt,13/10/1951,QJ39,508957000000
JL48WI2065,Y56HTX0O8RZYICQCK,478GYP67UGSN23794,elec,Plymouth,Grand Voyager,11/2/1958,UJ93,532744000000
AE72MA1095,BCYF82D427WLZQR4K,610LCV56LDPG59573,cng,Plymouth,Voyager,22/03/1946,VV69,583772000000
MT38AP9387,SILOKMCUKY7Q2YG25,552KES36UANU19531,diesel,Plymouth,Breeze,15/04/1965,FV74,728320000000
VD01CN2986,CJEIFE07Y8PPP8WRF,628WKO91NZAA22137,petrol,Plymouth,Sundance,14/09/1989,OB34,815934000000
MA71MF8092,IKSA7U83I4FIMN1CZ,649MMS94RAUJ55372,elec,Plymouth,Neon,30/11/2016,CG39,854136000000
XM40MZ2043,H09GTIQXJW7W5TE0F,827MCE85YOSL76710,cng,Plymouth,Laser,29/04/1970,OV99,948916000000
FN27YG4302,C2I9QU77FWX1XJSRE,229LTD66PEOU23439,diesel,Plymouth,Voyager,7/8/2000,GM53,969282000000
WX77VQ3441,JWXIJPH5JK1ZUQSPJ,133CPN26JWZN26723,elec,Plymouth,Breeze,8/12/1992,WA67,984134000000
PX55TR8905,RFLTY3M62QA6DKI6O,838QZY25PCSO68656,cng,Plymouth,Grand Voyager,28/08/1947,TT37,988578000000
GG61ZO1989,Q0F7OIICYMRJ3L1HH,537IWN44DKIY77851,petrol,Pontiac,Grand Prix,26/02/1990,AD41,106989000000
WB98UA4763,4IDZVCL5IKG9R5T7X,151ORO58CZXH33810,petrol,Pontiac,Grand Prix,25/01/1977,QN88,111720000000
NY02UD7378,7RJFNYMDYBUR3981M,281LHR44MMAF60580,diesel,Pontiac,Sunfire,22/06/1942,OB13,119635000000
EY79EB9233,LDW61GWWKU7KMYVXR,461JLS97FSAY15960,cng,Pontiac,GTO,15/04/1968,LY36,125481000000
YI89KN9504,GO22EENJZ3IHQ10F4,103CUF09CYSR15598,cng,Pontiac,Grand Prix,15/09/2019,AK26,147093000000
XL10GK4911,VB29UKGW8BLZI5ASW,484JUT26QFSG09476,elec,Pontiac,Firebird,25/02/1971,SZ97,153093000000
AI77LG6857,BC2I2KS4AIGEJTDMZ,846EQL65EPTN95652,elec,Pontiac,LeMans,2/10/2018,TC18,195376000000
YV60BB7501,EYGEN70P2Z1RVXVIB,188COE98JZQA85776,diesel,Pontiac,Bonneville,9/1/1949,UT18,201344000000
EX83IC3085,X94N6ISGGRJASPSTX,699TJG93GNAR29557,diesel,Pontiac,6000,6/6/1978,DC64,209270000000
UM88ZD7532,6XB9ZQ9RQPXF1MK0Q,084OFW95DTKA77209,elec,Pontiac,Torrent,11/6/1985,BG16,218057000000
FA93MX8659,RXPKSRDB55IBYBPOA,037PXT95WOEA61772,diesel,Pontiac,Grand Prix,17/09/1948,CV97,245580000000
QR87FJ4359,608ZC3LWPB91ERZYH,032PJN77TBDH85900,elec,Pontiac,Bonneville,7/10/1942,JD17,250842000000
SC97PP8726,9DO75GIY18BSO0NYD,807SBL23KOUK66643,diesel,Pontiac,Grand Prix,17/03/1975,CO12,255283000000
RF44TT3735,I1V3OU46ROO3B3UYM,921NIR59HRWV35279,petrol,Pontiac,Sunfire,26/02/1971,HP63,259073000000
HZ63GN8796,9B28YWTFR7WQ6IHO4,510BDR25URYG11704,cng,Pontiac,Firebird,9/3/1976,VQ49,275513000000
BJ96UL7339,I0JDYWEA2JRSB9QAO,311OYY99CMLL26715,cng,Pontiac,Firebird,18/10/1993,TT98,276946000000
NF92PD4990,VC78HQAJK57XMYW29,445PJA70IRID50076,diesel,Pontiac,Bonneville,17/12/1960,TP65,315276000000
ZI83VL1468,0UH4CNWI632A3NWJL,286VDP82JCRK42097,cng,Pontiac,Grand Prix,24/07/1940,PJ35,325142000000
TZ89BA5949,ADG5MEKJG5POUBY6E,084PRC73FICR37710,petrol,Pontiac,Firebird,10/2/1999,AS33,325561000000
GJ18NO3895,O91Q3HOENCNJH6WIQ,628VNW11QFHP02303,cng,Pontiac,6000,1/9/1990,OD44,341259000000
GU79DB0684,7UGK1Z08ZD68EJQYF,026XIJ34KKVY92097,petrol,Pontiac,Grand Prix,13/03/2012,HQ88,341818000000
EP15ZB6424,RDT3E9QAIV3DUX17N,061SFA96ZLNN54482,petrol,Pontiac,Fiero,17/02/1974,MX20,399176000000
AC62JX1034,KSVYWN9I9O3M67AAR,459IVC92SRMJ37150,cng,Pontiac,LeMans,13/11/1986,WX29,420255000000
JC48NP6588,XANL4Z0X0AMGYW72H,992GXB50EBBZ11764,elec,Pontiac,Vibe,19/09/1979,SN74,451432000000
VS75VV4017,IJ25YKIV7CH0VTI0H,469VPL75FRBM66693,diesel,Pontiac,Grand Prix,1/12/1975,JT83,470597000000
IO23QZ7412,6MFG9S4BRGKLCD3Z3,740EIM01SHWY67264,petrol,Pontiac,Firebird,17/11/2016,AP73,481867000000
YM13KG5620,D5F9APW57I1P31GH7,262YSV14LBVQ28255,elec,Pontiac,G6,25/04/2013,HS76,496903000000
XS92RF1180,L8JJ54NDS7DON6O8E,637EIO86MHZD12654,cng,Pontiac,Grand Prix,21/04/1966,EJ34,519027000000
OE50QG4791,ZJBZ0ALN26V31MA1Q,063CLX78NEDU33871,diesel,Pontiac,Grand Prix,20/03/1964,MY62,524613000000
BV81YS2796,P4LBUWK71PRRB12HX,944NDU58JEZK98145,petrol,Pontiac,Grand Am,27/10/1972,SD77,527817000000
QS04EB7638,FMPSYSNXNKIVC29GL,252AHM52NVPP39617,cng,Pontiac,Vibe,10/6/1966,PU59,563952000000
